ID;Question
22458;В скольки футбольных клубах играл Златан Ибрагимович?
22459;Назовите столицу Швейцарии?
22460;Кто испытывает облегчение, сумев избавиться от хвоста?
22461;Какого гнома не было в сказке про белоснежки?
22462;Из какого металла сделан памятник автомобилю «полуторка»
22463;Какое место по протяженности среди рек мира занимает Волга?
22464;В честь бога чей мифологии названа планета Юпитер
22465;Как звали мать Терезу в миру?
22466;Сколько артистов в Black Star?
22467;В каком рассказе Айзек Азимов впервые сформулировал три  закона роботехники?
22468;"Сколько лет в этом году ""ровеснику века""?"
22469;Кто из этих реперов получал Оскар за лучшую песню к фильму?
22470;Где проходил чемпионат мира по футболу в 1974 году?
22471;Столица австарилии
22472;Какой штат страдает больше всего в произведениях Стивена Кинга??
22473;Сколько в мире патриархов Православных поместных Церквей
22474;Какого дня день рождение Аллы Пугачёвой?
22475;Когда дань нашей столицы
22476;В каком из этих фильмов Альфред Хичкок сыграл камео всего один раз
22477;Левая сторона бухгалтерского баланса
22478;"Какую песню не исполняла ""Элли на макавом поле""?"
22479;Как называется расстояние между бровями?
22480;В каком году было отменено крепостное право
22481;В каком городе находится  географический центр Азии
22482;Какая команда выигрывала лигу чемпионов 2 раза подряд
22483;В каком году начался поход, под предводительством казака, Ермака Тимофеевича на Сибирское Ханство
22484;"Какой номер был у главного героя произведения Е. И. Замятина ""Мы?"
22485;Где основано самбо ?
22486;Сколько раз тонул капитан в песенке о капитане?
22487;Сколько лет Дональду Трампу
22488;"Какое слово произносится неправильно в заставке к ""Утиным Историям""?"
22489;В каком году начали делать трюки на самокате?
22490;1000
22491;Как раньше назывался  Калининград?
22492;Какова температура самовоспламенения бумаги?
22493;Как звали известного ударника группы Dream Theater?
22494;Российская монета какого номинала сейчас существует?
22495;Сколько вопросительных знаков в уставе караульной службы РФ?
22496;Когда родился Пушкин?
22497;Кто играл в легендарной баскетбольной команде Чикаго Буллз под номером 33
22498;Как называется коллектив людей, исполняющих одно произведение на различных инструментах?
22499;Сколько победителей было в самом первом клевере? \n(Пояснение: 3 в первом, 47 во втором, 16 как такой средненький вариант,  который мб выберет большинство)
22500;Как называется подушечка с ароматизаторами, предназначенная для ароматизации белья или отпугивания моли?
22501;Сколько видов лебедей обитает в Австралии?
22502;Самой распространённой буквой в русском языке является
22503;Что символизирует эмблема бренда Toyota
22504;Какой из перечисленных математических  констант больше остальных?
22505;Псевдоним футболиста Вагнера, игравшего за ЦСКА
22506;В каком году начался первый сезон КХЛ?
22507;Какой океан самый тёплый?
22508;Кто был соведущей Ивана Урганта в Евровидении 2009 года?
22509;Что из перечисленного является самой большой ягодой?
22510;Какая ягода с ботанической точки зрения - это орех?
22511;Кто придумал первый интернет-мем?
22512;Какого цвета кровь у осьминога?
22513;Как звали любимого ученика Христа
22514;Сколько должен потреблять калорий в день подросток мужского пола 11-13 лет.
22515;Сколько белых и красных полосок на флаге США?
22516;Сколько минут в сутках?
22517;сколько будет 513-74
22518;Какое из государств не унитарное?
22519;Сколько золотых олимпийских медалей у норвежского биатлониста\nУле-Эйнара Бьёрндалена?
22520;Когда вышел первый выпуск мультфильма про Микки Мауса?
22521;Где находится большеберцовая кость у человека?
22522;Какое море самое большое по площади в мире
22523;кто из локомотива изминил телеведушей?
22524;кто победил на чемпионате мира по футболу 2014?
22525;На израильской банкноте какого достоинства был изображён Альберт Эйнштейн?
22526;Сколько раз цифра 3 используется в записи двузначных чисел
22527;От кого уезжал Сиджей со своей бандой во 2 миссии GTA: San Andreas
22528;Сколько раз в истории сборная России по хоккею с шайбой становилась олимпийскими чемпионами?
22529;Какой код мы вводим в банкомате?
22530;Какое из этих утверждений по закону Ома верно?
22531;В каком вымышленном банке, расположенном  в Лондоне, основную часть сотрудников составляли гоблины?
22532;В каком году Менделеевым была опубликована Переодическая система химических элементов?
22533;Кого из российских императоров звали Карл Петер Ульрих Гольштейн-Готторпский?
22534;Какого из этих китайских актеров, презирают в Китае?
22535;Какой из этих топонимов не является названием горы Эверест
22536;Кто из композиторов был глухим?
22537;К какому семейству относится ананас?
22538;Как называется священное писание об Абдулове?
22539;"У кого из богов на руках были надписи ""ССС"" и ""XLV""?"
22540;Сколько было Генсеков СССР?
22541;Какая страна распалась в 2003 году?
22542;Какой самый лучший русский ютубер в мире?
22543;Какая по счету номинация на Оскар, принесла Леонардо Ди Каприо долгожданную победу?
22544;Какая столица в Австралии?
22545;Из скольких костей состоит человеческий череп?
22546;Что такое мицелла?
22547;Какая из этих гор НЕ входит в пятёрку самых высоких гор мира?
22548;Что такое кинематика?
22549;Название какого напитка пошло от французского  города,где его впервые стали выпускать?
22550;Как зовут автора , книгу которого  отказывались печатать 12 издательств .
22551;Как называлась сумка в сеточку в начале 20 века?
22552;В каком клубе провел большую часть своей карьеры Пеле?
22553;Кто такой Jordan?
22554;Кто придумал и популяризовал кириллическую систему письма?
22555;Где родился Ю.А.Гагарин
22556;При какой температуре плавится стекло?
22557;Какой из органов человеческого тела активизируется во время сна?
22558;Кто написал произведение «Белый пароход»?
22559;Кто первый открыл Северную Америку?
22560;Кто такая Арина Радионовна?
22561;В каком году распалась группа The Beatles?
22562;Кто изображён на 2$ купюре?
22563;Самая большая планета солнечной системы
22564;В кокой области России упол метеорит ?
22565;Что, согласно русской пословице, нужно съесть, чтобы узнать человека?
22566;Что нужно теннисисту, чтобы выйграть матч?
22567;Какой пролив находится на территории РФ?
22568;Когда началась Великая Отечественная война.
22569;Куда ведёт дорога, вымощенная благими намерениямию?
22570;Какое самое сухое место на планете?
22571;Чем болела Жанна'Д Арк?
22572;В каком году состоялась Первая русская революция?
22573;Когда стартовала игра клевер?
22574;Каким цветом глаза у В.В.Путина?
22575;Зимой и летом одним цветом?
22576;В каком году вышел первый фильм в по Звездным войнам ?
22577;В сериале «Спартак: Кровь и Песок», что рабовладелец предложил Спартаку, чтобы вернуть ему жену?
22578;Сколько пальцев у собак и кошек?
22579;Как называлась четвертая часть серии игр Assasin's Creed?
22580;Победа в шахматной партии.
22581;В коком году родился В.И.Ленин?
22582;Какой эпизод не вышел для игры Half Life 2?
22583;Столицей Албании является город..?
22584;Сколько знаков в До мажоре?
22585;Кто был председателем Клуба Удивительных Промыслов в одноименном цикле рассказов Гилберта Честертона?
22586;Когда человек впервые побывал в Антарктиде?
22587;Как звали убийцу Джанни Версаче?
22588;Сколько раз Леонардо ди Каприо был наменирован на Оскар? (Вкл полученный)
22589;Сколько лет длилась вторая мировая война?
22590;Где мои 20 российских рублей. Я их выиграл а они не отображаются на болансе в игре. Где деееееееееееньги!!!
22591;Какой репер выступал в белом доме по приглашению
22592;Что из перечисленного не относится к числу шедевров устного и нематериального культурного наследия ЮНЕСКО?
22593;Что такое дуриан?
22594;Каким словом называются сутки на Марсе?
22595;Какая из этих кислот содержится в ядрах дикого миндаля?
22596;Сколько лет было самому молодому покорителю горы Эверест?
22597;Что означает поднятый флаг на здании Букингемского Дворца?
22598;Назовите Родину Героя Советского Союза Елизаветы Ивановны Чайкиной
22599;Кто разрабатывал дизайн марки чупа чупс
22600;Какой сыр используют для приготовления традиционного итальянского пирожного тирамису?
22601;В каком году создали ВК?
22602;Когда родился В.В. Путин?
22603;Кем был Айвенго в одноимённом романе Вальтера Скотта?
22604;Какая из этих валют самая дорогая?
22605;Какой город первый в мире по численности населения на 2018 год?
22606;Как имя отчество почтальона Печкина
22607;Какой слой атмосферы самый высокий?
22608;Кто написал картину, по которой своё название получил импрессионизм?
22609;Самая распространенная валюта в мире за последние 200 лет это...?
22610;Как переводится Д Н Р
22611;Какова сумма углов треугольника?
22612;За что на ИЗО ставят оценки?
22613;Сколько встречался сколько встречался старик с золотой рыбкой из моря в сказке?
22614;Кто первый кричал фразу «ЭЩКЕРЕ»
22615;Когда отмечают день Матери-Земли?
22616;Какой из духовых музыкальных инструменов не используется в симфоническом оркестре?
22617;какой самый большой остров России?
22618;Какая из этих стран не имеет официальной столицы?
22619;В каком году Александр Македонский захватил Москву?
22620;Какой цвет символизирует траур в Китае?
22621;Общий вид линейного уравнения 1 степени с двумя неизвестными.
22622;Как называется плод рябины?
22623;В каком субъекте Российской Федерации наиболее высокая смертность населения за 2016 год?
22624;Сколько полей-квадратиков на шахматной доске?
22625;Кто выйграл первый чемпионат мира по футболу?
22626;В каких из перечисленных ниже стран отмечается 1 мая?
22627;Какая из этих исполнительниц самая популярная в России в 2017
22628;Сколько золотых наград получила сборная России на олимпиаде в Сочи в 2014 году?
22629;Как называется годовщина свадьбы на 35 лет совместной жизни?
22630;Что такое стрингер?
22631;Самый популярный видеоблогер в России?
22632;Где находится вулкан Тятя
22633;У короля франков Пипина III было прозвище
22634;Как зовут действующего тренера сборной  России по футболу
22635;Кто проживает на дне океана ?
22636;В каком году появилось такое направление в музыке, как рок-музыка?
22637;Что такое класифицификус
22638;Какой фильм не относится к вселенной Marvel?
22639;Сколько нулей в квадриллионе?
22640;Какая техника числится под зоводским индексом Т-50
22641;В каком году произошло крещение Руси?
22642;В каком климатическом поясе находится большая часть территории России?
22643;"Арбуз - это ягода (скажут многие), а ДЫНЯ - что за ""фрукт"" из  какого она рода?.."
22644;Ежесуточно Земля прибавляет в весе сколько тонн?
22645;Когда родился Уильям Шекспир?
22646;Кто из этих футболистов не из Германии?
22647;Какие игры любишь
22648;Что человек не сможет съесть?
22649;В каком городе жил Карлсон ?
22650;Сколько притоков насчитывается у реки Темзы?
22651;В каком году футбольный клуб Челси выйграл Лигу Чемпионов?
22652;какая географической карте в виде сапога
22653;Как звали одного из директоров организации Щ.И,Т. во вселенной Марвел?
22654;Какого из этих видов поцелуя НЕ существует?
22655;Сколько автомобильная компания DMC,выпустила моделей автомобиля
22656;В каком году отменили Крепостное право?
22657;Кто первый исполнил песню ,,Комарово''
22658;Какое животное было у кота из Простоквашино
22659;Какая пресноводная рыба традиционно имеет полосатый окрас?
22660;Как называется пиратский флаг?
22661;Мокшане - это
22662;Какое имя у Сталина
22663;Как назывался первый корабль Петра первого?
22664;"Какую категорию людей принимают в члены организации ""Менса""?"
22665;Кто правил саками-массагетами во времена союза с персами?
22666;Река , которая появляется  ночью и исчезает днем?
22667;В каком году Москва стала столицей  России
22668;Кто был президентом США в 1974-1977 ые годы ?
22669;Какой из перечисленных представителей эпохи Возрождения жил не в Италии?
22670;С каким государством велась Северная война
22671;В каком году был основан Московский университет?
22672;Сколько городов в России
22673;Сколько сирот усыновил Джеки Чан?
22674;Как зовут человека поднявшего знамя победы над Рейхстагом?
22675;Кто забил гол названный рукой бога?
22676;Какая самая близкая звезда к Земле?
22677;Как зовут Российского рэпера <<Баста>>
22678;Четвёртая страна по численности населения?
22679;Кто написал сказку «Три апельсина»?
22680;Какой продукт в 18 веке получил свое название «земляное яблоко» у русского общества ?
22681;Что из этого НЕЛЬЗЯ увидеть на небе?
22682;В каком году был  основан ВК
22683;Температурная шкала Цельсия основана на деление на 100 частей диапазона температур между таянием льда и кипением воды. Кто из учёных первым предложил использовать при градуировке термометров эти два события?
22684;В каком году была подписана киевская уния между Польшей и ВКЛ?
22685;2 отца и 2 сына несли 3 апельсина. По сколько апельсинов нёс каждый?
22686;В каком году произошло Ледовое побоище?
22687;Как называется знаменитый торговый мост во Флоренции?
22688;В каком году был основан город Курган?
22689;Кто из этих писателей сжёг том своей книги?
22690;Какая из этих шахматных фигур не может сделать ход на соседнюю клетку?
22691;Жарко? А где зафиксирована самая высокая (+70) температура на поверхности Земли?
22692;Первый президент России
22693;Сколько позиций рук существует в классическом танце?
22694;Какому из соединений комплементарен цитозин?
22695;Что из этого является примером трофической связи популяций в биоценозе?
22696;В средние века знатные дамы подвешивали к своим нарядам шкурки животных. Кого они ловили таким образом?
22697;У индейцев из североамерикансого племени квакиутл есть традиция : беря деньги в долг, они оставляют в залог...
22698;Что такое каприоль?
22699;Сколько Месяцов Клеверу
22700;Какой псевдоним у французской певицы Изабе?ль Жеффруа??
22701;Какой прибор используется для измерения углов и расстояний?
22702;В каком году был основан Санкт-Петербург?
22703;В каком году была основана компания Apple?
22704;С помощью какой методики,известный винный критик Лука Марони оценивает вина?
22705;Когда был основан город Великий Новгород?
22706;Какой государственный праздник отмечают в Казахстане 16-17 декабря?
22707;Как переводится на русский язык имя последнего императора ацтеков Куаутемока?
22708;Где можноо посмотреть товары в магазине
22709;Кто командовал парадом победы в 1945 году в Москве?
22710;Что испортило сегодняшних людей по мнению Воланда?
22711;Кто является основателем стиля каратэ кекусинкай?
22712;"Как называется специальный тариф ""МегаФона"", созданный для иностранных граждан, приехавших в Россию?"
22713;Какой цветок изображён на флаге Калмыкии?
22714;Как называется мультфильм в котором был медведь пяточок сова ослик кролик и тигруля
22715;Какого языка программирования не существует?
22716;Сколько клеток содержит тело человека?
22717;У кого из персонажей звездных войн\nСветовой меч фиолетового цвета?
22718;Кто является действующим чемпионом ufc в лёгкой весовой категории?
22719;В какой стране расположен самый широкий мост в мире?
22720;Что тежелей тонна метала или тона пуха
22721;"Где находится ""Кудыкина"" гора?"
22722;Какая парода собак похожа не медвежат?
22723;Где перепрыгивает конь коня?
22724;Какой песни нет в репертуаре и альбомах группы Ace of Base?
22725;Во сколько лет погиб А. С. Пушкин?
22726;Среди 10 самых дорогих спортивных клубов мира какой вид спорта представлен больше всего?
22727;Какие реки в Шри-Ланке текут к восточному берегу?
22728;Когда родился А.С. Пушкин?
22729;Как называется шахматный приём, который меняет местами короля и ладью?
22730;Как зовут супер героя, который защищает Готэм сити от преступлений?
22731;Кто жена осла?
22732;Настоящее имя боксера Мухамеда Али
22733;В какой команде выступает в настоящий момент легенда российского футбола Андрей Аршавин ?
22734;Можно ли пользоваться компасом на луне?
22735;Что по мнению Грибоедова, страшнее пистолета?
22736;В какой из этих городов Новый год приходит раньше?
22737;Что моряки брали с собой в далёкие плавания в качестве живых консервов?
22738;Как называется ситуация  когда ты что-то не можешь вспомнить, но Слово «крутится на языке»?
22739;Кто сын маменой подруги
22740;Какой инструмент используют для настройки пианино?
22741;Плотность льда примерно равна плотности
22742;Какую пошлину ввели в XII  веке в Англии для того чтобы заставить мужчин пойти на войну?
22743;Кто такая Мила.
22744;Что такое биткоин?
22745;Как зовут удава из сказки Маугли?
22746;Круг какого цвета изображен на государственном флаге Японии?
22747;Год Крещения Руси?
22748;В каком из этих соединений минимальное содержание углерода?
22749;"Какой российский мультфильм получил ""Оскар""?"
22750;Какое из этих чисел математики называют совершенным?
22751;Как называется основная группа в вело гонках?
22752;Кто из перечисленных дал классическое определение такому философскому понятию, как “материя”?
22753;Какое млекопитающее животное относиться к последнему роду яйцекладущих?
22754;кто озвучивает барбару брыльску в иронии судьбы или с легким паром?
22755;Какая самая опасная альтернативная вселенная?
22756;Сколько всего стран на нашей планете?
22757;Назовите официальную столицу государства Республика НАУРУ
22758;Сколько симфоний написал Моцарт
22759;Чем накачивают мяч?
22760;В каком гордег прнпопреподав Джеймс Нэйсмит придумал баскетбол
22761;Из сколько квадратов состоит шахматная доска
22762;Что из этого не делают из нефти?
22763;Как называется официальная система записи китайских иероглифов латинскими буквами?
22764;Пушкин был...
22765;Фамилия первого президента СССР?
22766;Сколько звёзд в Большой Медведице ?
22767;Какой цвет в радуге идёт после голубого?
22768;Каким двум пассажирам, согласно правилам международных авиаперевозок, нельзя находиться в одном ряду кресел салона самолета?
22769;Почему мне не дали денег я только не ответила на 2 вопроса  1 вопрос я который не правильно использовала за жизнь а 2 вопрос за кверсы
22770;Кто из этих актеров играл Папу Римского?
22771;В скольких городах пройдёт Чемпионат Мира по футболу в России 2018?
22772;Когда было открыто первое в мире метро?
22773;Какой город является столицей Словакии?
22774;Кто взял золотой мяч в 2012 году?
22775;Каких цветов краску нужно смешать, чтобы получить пурпурный цвет?
22776;В каком году состоялся референдум присоединения Крыма к России
22777;Единственный футбольный клуб сумевший зашить титул лиги чемпионов УЕФА?
22778;Как расшифровывается аббревиатура КВН ?
22779;Кто написал музыку к гимну Российской Федерации?
22780;Какой из этих островов не принадлежит к Антильским островам
22781;Что говорит Skorpion из Mortal Combat притягивая к себе противника ?
22782;В каком году Владимир Путин стал президентом России?
22783;Сколько полос на тельняшке моряка?
22784;Кто играет Машу в комедийном сериале «Воронины»?
22785;Какого моря не бывает в мире?
22786;В каком году был основан город Екатеринбург?
22787;Какая из этих формул является формулой перекиси бензоила.
22788;В каком году была создана игра Block Strike?
22789;Как называлась атомная бомба, сброшенная на город Нагасаки 9 августа 1945?
22790;Как зовут медведя Мистера Бина?
22791;Каких видов сигарет из представленных не существует?
22792;Где раки зимуют?
22793;Какой заповедник находится НЕ на территории Российской Федерации?
22794;Какое право, кроме жизни и свободы, Томас Джефферсон, считал незыблемым?
22795;Как звали первую супругу ФилиппаI Орлеанского
22796;"Кого, по мнению большинства игроков в ""Клевер"", боятся слоны?"
22797;"Какого рода слово ""тюль"""
22798;Где находятся островки Лангерганса?
22799;Каждый год в Турции 10 ноября отмечается день памяти Ататюрка, в какое время?
22800;Как зовут дочь Юрия Шатунова?
22801;Чего боится трискатикафоб?
22802;Как называется центральный элемент флага Южной Кореи?
22803;Диваном в ближневосточной литературе называют?
22804;В какой день Казахстан был провозглашён независимым государством?
22805;Под каким номером в периодической системе Менделеева расположен Алюминий(Al)?
22806;Какую из перечисленных  формулу (элемент) нельзя съесть или выпить?
22807;Какой из проводников имеет меньшее сопротивление?
22808;в коком году разпался ссср
22809;Столица Черногории
22810;Год основания города Санкт-Петербург?
22811;Назовите научное название Водяных часов?
22812;Сколько Граммов золота в олимпийской медали
22813;В каком году был основан город Красноярск?
22814;Кто упал с дерева в фильме «Кавказкая пленница»?
22815;С помощью чего художник из Великобритании Тим Ноулз выполняет свои работы?
22816;Чего нету в крови?
22817;В каком году изобрёл джинсы Джейкоб Дэвис?
22818;Сколько месяцев в году по 28 дней?
22819;Какой самый маленький город в России
22820;Единицей измерения радиоактивности служит
22821;Кто играет роль Гермионы а Гари Поттере
22822;Какая лошадиная фамилия была у известного чеховского героя?
22823;В каком году была создана социальная сеть ВКонтакте?
22824;Сколько отделов позвоночника у человека?
22825;Русские крестьяне говорили, что жаворонок приносит тепло. А какая птица, по их мнению, приносит холода?
22826;В какой стране находится самое высокое здание мира?
22827;Сколько спутников у солнца
22828;Такой - ?? «смайлик» есть?
22829;Как звали шведского полководца, участвовавшего в Невской битве в 1240г?
22830;Какой клип Элджея набрал больше всего просмотров на YouTube?
22831;Какая температура нужна при изготовлении творога?
22832;Сколько человек побывало на луне?
22833;Как расшифровывается название певца ЛСП
22834;Что означает жёлтый прямоугольник на гербе города Шуя?
22835;Какую первую книгу написал А.Пушкин?
22836;Сколько квадратных полей на шахматной доске?
22837;Кто, согласно пословице, хвалит своё болото?
22838;В какой стране был придуман тест на IQ
22839;Какой алфавит состоит всего из шести букв?
22840;Во многих барах и клубах Вены установлены «автоматические вытрезвители»  Что они собой представляют?
22841;Как назывался первый в мире самолёт, сконструированный и построенный братьями Райт в 1903 году ?
22842;Какое современное государство называлось родезией
22843;Кем была поймана в плен Жанна д'Арк?
22844;Как звали драконов Дейнерис Таргариен в сериале “Игра Престолов»?
22845;Кого по традиции персонально приветствует дирижёр симфонического оркестра?
22846;Какому королю Жанна д'Арк помогла взойти на престол?
22847;Сколько страниц в паспорте гражданина Российской Федерации
22848;Кто в греческой мифологии построил лабиринт на острове Крит?
22849;В какой области России в 2013 году упал метеорит?
22850;Какая звезда на ночном небе самая яркая?
22851;Сколько лет длилась столетняя война?
22852;Как назывался сейв совершенный вратарем сборной Колумбии по футболу  Рене Игитой в 1995 году
22853;Кто был первой женщиной-программистом?
22854;На каком месте сборная россия по футболу по рейтингу fifa?
22855;Как звали черепашку из сериала «Elementary»?
22856;Город Владивосток находится на берегу...
22857;Как привыкли «рисовать лайки» в ВК?
22858;Сколько лет правила Екатерина II Российской империей.
22859;Какая фамилия была у Джульетты из повести «Ромео и Джульетта»?
22860;В каком году родился Михаил Юрьевич Лермонтов? \nа) 1802\nб) 1814\nв)  1837
22861;Пожалуйста умоляю верните стикеры за    Клеверсы. Я накопил нужную сумму и вдруг они пропали и я был очень разочарован :( пожалуйста верните стикеры хотя бы на завтрашний 1 стрим за 3990 клеверсы подалуйстааа!! :(
22862;Кто из рэп исполнителей первый выпустил двойной альбом в истории?
22863;Где была построена первая в мире Атомная Электростанция?
22864;Что из этого НЕ относится к триаде Протопопова?
22865;На каком инструменте любил играть Шерлок Холмс?
22866;В каком году распался Советский Союз?
22867;Сколько будет 2+2*2?
22868;Российский мультфильм, удостоенный «Оскара», — это…
22869;Кто был сыном Гитлера?
22870;На каком материке можно встретить дикорастущий картофель?
22871;В какой стране была пробурена первая промышленная нефтяная скважина?
22872;Кто доказал Великую теорему Ферма?
22873;Как называется сердечный клапан, находящийся между правым предсердием и правым желудочком?
22874;Какой русский писатель работал врачом в 1916-1917 годах?
22875;Какая особенность у памятника Петру 1, стоящему напротив Инженерного замка в Петербурге?
22876;Как пишется формула серной кислоты?
22877;Самый высокий действующий вулкан Евразии находится в:
22878;Кто из животных не спит стоя?
22879;как называлась первая компьютерная сеть
22880;Сколько в обще сложности лет правит В. В. Путин?
22881;В каком фильме сыграл главную роль Юрий Деточкин!
22882;На сколько вопросов нужно ответить в клевере,чтобы выиграть?
22883;В какой стране изобрели сахарную вату?
22884;В каком году начал работу Ленинградский метрополитен?
22885;У гонщиков какой страны больше побед в чемпионате мира класса «Формула-1»?
22886;Какого языка программирования НЕ существует?
22887;Кто бросил пергамент с именем Гарри Поттера в Кубок Огня?
22888;Кто является действующим президентом Южной Кореи?
22889;В ветке какой нации исследуется танк Type 5 Heavy в игре World of Tanks
22890;Предводителем греков в Троянской войне был?
22891;На какой планете солнечной системы находится гора олимп?
22892;Сколько весит слон?
22893;Веранду часто так называют
22894;Сколько долей составляет вада в нашем мозге.
22895;Какая страна находиться на севере
22896;Плесень, ставшая антибиотиком
22897;Мне на день рождения подарили клевер 1.990 рублей и скидку на покупку армани, не понимаю это развод?
22898;Королева Марго за кого вышла замуж в 1572 года 18 августа
22899;Как называется роспись по телу хной?
22900;Символ какого гендера содержит пересекающиеся черточки?
22901;Где была первая победа Наполеона Бонапарте?
22902;В честь какого политика назвали одного из нападающих сборной Коста-Рики
22903;Сколько федеральных округов в России
22904;Как называется крупнейший замкнутый водоём?
22905;Я ответил на 11 вопросов из 12 воспользовался бонусной жизнью 1 раз, а денеги на счет не пришли
22906;Какой клуб Английской премьер лиги за один сезон не проиграл ни одного матча?
22907;Какая из этих кислот является витамином?
22908;Какой из этих плодов НЕ является ягодой?
22909;Сколько всего минут дают подумать? За всю продолжительность данной игры?
22910;Содержание какого животного в зоопарке является самым дорогим?
22911;У какого героя кино был домашний питомец -собака?
22912;В названии какого из пальцев руки японцы используют иероглиф «Лекарство»?
